coach_id,first_name,last_name,nick_name,age,date_of_birth,city_of_birth_id,nation_id,weight,height,position,experience,occupation,team_id,former_player_id,quick_left,contract_salary,contract_years,contract_extension_salary,contract_extension_years,scout_major,scout_minor,scout_international,scout_amateur,scout_amateur_preference,teach_hitting,teach_pitching,teach_fielding,handle_veterans,handle_rookies,handle_players,strategy_knowledge,heal_legs,heal_arms,heal_back,heal_other,heal_rest,management_style,personality,hitting_focus,pitching_focus,training_focus,teach_running,prevent_legs,prevent_arms,prevent_back,prevent_other,stealing,running,pinchrun,pinchhit_pos,pinchhit_pitch,hook_start,hook_relief,closer,lr_matchup,bunt_hit,bunt,hit_run,run_hit,squeeze,pitch_around,intentional_walk,hold_runner,guard_lines,infield_in,outfield_in,corners_in,shift_if,shift_of,num_pitchers,num_hitters,favor_speed_to_power,favor_avg_to_obp,favor_defense_to_offense,favor_pitching_to_hitting,favor_veterans_to_prospects,trade_aggressiveness,player_loyalty,trade_frequency,trade_preference,value_stats,value_this_year,value_last_year,value_two_years,draft_value,intl_fa_value,develop_value,ratings_value,manager_value,pitching_coach_value,hitting_coach_value,scout_value,doctor_value,busy,type,data,days_left
1036,"Nick","Leone","",69,"1965-4-30",48636,206,190,191,1,33,2,0,0,0,0,0,0,0,6,1,2,13,4,75,69,81,94,81,88,0,0,0,0,0,0,1,2,3,3,0,106,0,0,0,0,0,0,1,-1,-1,0,-1,3,1,0,1,-1,-1,-1,0,-1,0,-1,0,0,-1,0,1,0,0,3,-8,1,1,3,6,3,0,0,6,10,3,1,4,-8,-6,2,106,74,78,7,0,0,0,0,0
1037,"Tony","Woolfolk","",76,"1958-10-8",30486,206,210,186,1,28,2,0,0,0,0,0,0,0,5,10,18,0,3,108,61,105,89,105,97,0,0,0,0,0,0,2,0,0,1,0,72,0,0,0,0,-1,2,3,3,2,-1,-3,-2,1,-3,-3,-1,-2,-3,-1,-3,-1,0,0,-1,-1,3,2,0,0,0,1,-3,1,-2,2,4,2,0,4,9,6,1,-7,1,4,4,109,70,105,6,0,0,0,0,0
1038,"Mike","Pockat","",66,"1968-7-27",23176,206,205,185,1,26,2,0,0,0,0,0,0,0,19,17,7,6,1,79,106,95,94,107,101,0,0,0,0,0,0,1,3,3,3,0,77,0,0,0,0,-1,1,0,0,-1,0,-1,3,-1,1,-1,1,-1,1,0,0,1,1,-1,0,0,-1,0,0,0,-1,1,5,4,5,3,2,0,0,7,10,2,1,-1,6,1,-1,101,105,85,13,0,0,0,0,0
1039,"Matt","Diekmann","",73,"1961-1-12",86279,206,195,193,1,22,2,0,0,0,0,0,0,0,33,1,34,13,1,122,119,81,113,95,104,0,0,0,0,0,0,4,2,2,2,0,83,0,0,0,0,3,-1,-2,3,0,0,-2,4,0,1,-3,2,1,3,-1,3,-1,-3,-1,-3,2,-3,-1,0,0,-4,-1,-1,5,6,1,4,-1,0,9,9,2,0,4,3,4,-8,118,115,118,19,0,0,0,0,0
1040,"André","Ervilhudo","",55,"1979-4-4",17321,210,230,188,1,0,2,0,75,0,0,0,0,0,11,2,1,0,0,101,72,96,82,95,88,0,0,0,0,0,0,3,0,3,1,0,62,0,0,0,0,3,0,2,2,3,1,0,0,0,3,3,3,2,2,2,0,-1,-1,1,1,2,-2,-1,0,0,-5,1,3,-4,2,-3,2,0,0,7,10,3,0,6,1,7,0,66,76,98,4,0,0,0,0,0
1041,"Kevin","Lanzer","",64,"1970-10-7",4992,206,210,179,1,28,2,0,0,0,0,0,0,0,19,26,28,35,2,101,99,82,58,83,71,0,0,0,0,0,0,1,2,3,3,0,93,0,0,0,0,1,-1,0,0,1,1,1,3,1,1,-1,-1,-1,0,1,-1,-1,0,1,0,-1,-1,0,0,0,6,6,-3,-5,3,5,2,-1,0,8,8,4,0,7,-4,-5,1,89,92,94,27,0,0,0,0,0
1042,"Travis","Lovingood","",45,"1989-7-15",60563,206,195,182,3,6,1,0,0,4,0,0,0,0,61,60,66,49,1,16,21,23,27,8,17,0,0,0,0,0,0,0,2,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,-1,-5,-1,-1,4,2,0,5,11,2,2,2,4,-1,-1,31,20,16,57,0,0,0,0,0
1043,"Jared","Baldwin","",52,"1982-9-17",41934,206,210,186,7,0,6,0,259,5,0,0,0,0,101,90,100,93,0,43,48,0,6,25,15,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5,3,-5,3,6,4,1,0,5,10,3,2,-5,5,-1,6,54,40,36,96,0,0,0,0,0
1044,"Alex","Courtney","",47,"1987-8-12",69878,206,203,186,7,0,6,0,1617,5,0,0,0,0,71,80,77,88,1,18,7,14,10,15,12,0,0,0,0,0,0,0,2,2,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,1,2,-5,5,0,2,1,0,8,9,2,1,-6,-2,2,2,38,8,17,79,0,0,0,0,0
1045,"Francisco","Ojeda","",48,"1986-9-14",70516,56,221,188,7,0,6,0,708,5,0,0,0,0,75,85,73,79,0,10,6,3,16,22,19,0,0,0,0,0,0,0,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,0,-5,2,1,3,2,-1,0,6,10,4,0,4,-1,3,3,36,9,12,78,0,0,0,0,0
1046,"John","Campbell","",63,"1970-12-25",79708,206,205,195,7,15,6,0,0,5,0,0,0,0,105,85,99,83,2,7,28,1,19,22,20,0,0,0,0,0,0,0,4,2,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-3,-3,3,-1,-3,1,-1,0,5,9,3,3,6,-7,-6,-1,60,26,10,93,0,0,0,0,0
1047,"Elliot","Friggeberg","",49,"1985-5-12",60634,206,225,189,7,0,6,0,0,5,0,0,0,0,80,87,89,91,1,43,43,0,19,8,13,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-5,-1,-1,0,0,3,1,0,6,9,4,1,4,2,2,-4,43,36,36,86,0,0,0,0,0
1048,"Sean","Haynes","",56,"1978-6-25",76862,206,219,186,7,0,6,0,875,5,0,0,0,0,90,109,91,98,2,10,23,6,6,1,3,0,0,0,0,0,0,0,2,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-4,-1,5,-4,6,3,0,-1,5,9,4,2,-2,5,2,-3,47,18,8,97,0,0,0,0,0
1049,"Gary","Evans","",53,"1981-2-9",58378,206,216,186,7,0,6,0,72,4,0,0,0,0,88,60,79,51,2,30,29,0,3,4,3,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-7,4,-1,-1,0,1,2,0,7,11,1,1,4,-2,5,1,38,23,23,68,0,0,0,0,0
1050,"Mark","Swartz","",63,"1971-4-10",12722,206,215,182,8,22,12,0,0,0,0,0,0,0,0,0,7,2,3,0,0,0,0,0,0,0,123,119,135,151,98,0,2,3,3,1,0,87,196,139,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-4,-3,2,-2,2,-1,0,6,10,4,0,-5,4,-2,3,60,0,0,1,133,0,0,0,0
1051,"Zane","Button","",68,"1966-11-4",75711,206,195,182,8,19,12,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,178,160,140,184,133,0,0,3,3,1,0,92,145,28,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,3,-5,-1,0,-7,2,1,0,8,10,2,0,-2,-3,5,-2,60,0,0,1,124,0,0,0,0
1052,"Kareem","Gaddy","",40,"1994-6-5",17878,206,205,175,8,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,105,177,170,187,84,0,3,0,1,2,0,155,88,195,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,-1,-1,4,3,2,1,0,5,11,2,2,-3,1,6,-3,50,0,0,1,137,0,0,0,0
1053,"Kenny","Bott","",56,"1978-2-25",14289,206,190,178,8,1,12,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,195,31,180,93,107,0,2,2,3,1,0,81,143,72,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,-2,2,0,0,6,11,3,0,-3,-6,-1,-4,50,0,0,0,121,0,0,0,0
1054,"Matt","Johnsen","",62,"1972-10-22",89268,206,215,193,8,13,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,53,107,64,29,112,0,2,3,3,1,0,193,111,137,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,-4,3,5,-1,1,1,0,5,10,4,1,-3,-6,-4,-3,50,0,0,0,103,0,0,0,0
1055,"Tyler","Gula","",53,"1981-5-14",75576,206,205,195,8,3,12,0,0,0,0,0,0,0,0,0,7,10,1,0,0,0,0,0,0,0,118,80,162,147,47,0,4,2,3,2,0,192,61,200,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,5,0,-5,0,1,1,-1,5,11,3,1,-5,-7,4,-3,50,0,0,4,126,0,0,0,0
1056,"Justin","Davis","",53,"1981-7-3",19962,206,210,189,8,16,12,0,0,0,0,0,0,0,0,0,19,9,4,0,0,0,0,0,0,0,122,137,199,76,110,0,2,3,0,2,0,55,196,198,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,2,4,-1,1,4,2,0,5,11,3,1,1,-7,3,-3,60,0,0,5,127,0,0,0,0
1057,"Jesus","Contreras","",64,"1970-4-21",66430,206,215,188,8,20,12,0,0,0,0,0,0,0,0,0,12,1,4,0,0,0,0,0,0,0,49,36,66,150,131,0,0,3,0,2,0,87,119,81,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,5,-4,7,4,-1,-1,6,11,3,0,3,3,-1,4,50,0,0,2,93,0,0,0,0
1058,"Ryan","Turcios","",59,"1975-7-27",20315,206,200,181,1,18,2,313,0,0,614000,1,0,0,17,17,17,23,1,73,72,76,85,73,79,0,0,0,0,0,0,1,2,2,3,0,55,0,0,0,0,-1,1,1,1,-1,-1,-1,3,1,0,0,0,-1,0,-1,-1,1,0,-1,0,-1,1,1,0,0,-9,3,3,3,1,-2,2,-1,0,4,12,4,0,1,-6,2,-3,87,74,75,19,0,0,0,0,0
1059,"Ethan","Green","",52,"1982-1-18",51836,206,211,184,1,10,2,348,404,0,488000,1,0,0,8,4,11,13,2,83,49,75,69,71,70,0,0,0,0,0,0,5,2,3,0,0,77,0,0,0,0,2,2,2,3,3,-2,-2,-2,3,0,-1,1,0,1,3,2,-1,2,2,3,2,3,3,0,0,1,-4,-1,1,2,1,1,1,0,5,9,3,3,3,-3,-1,-2,87,54,80,9,0,0,0,0,0
1060,"Dan","Lynch","",50,"1984-9-15",41109,206,222,185,1,15,2,240,1113,0,600000,1,0,0,36,17,46,15,4,103,135,93,105,112,109,0,0,0,0,0,0,4,3,1,3,0,144,0,0,0,0,0,1,0,-1,-3,-1,1,-3,-3,-3,-1,-1,1,3,-2,0,1,1,-2,-2,3,0,2,0,0,-6,3,1,-6,-3,2,1,1,-1,6,9,3,2,3,-5,5,-1,118,129,105,26,0,0,0,0,0
1061,"Kevin","Hillyard","",59,"1975-7-19",43942,206,225,196,2,4,3,0,0,0,0,0,0,0,23,14,23,25,2,92,91,79,76,56,66,0,0,0,0,0,0,2,3,3,3,0,89,0,0,0,0,-1,2,2,1,3,1,-1,-2,2,-2,-3,-1,-3,-2,-2,-3,-1,0,-1,0,0,3,2,0,0,-3,-1,1,0,3,-6,0,-1,0,7,8,3,2,3,-5,-2,2,76,85,86,22,0,0,0,0,0
1062,"Zach","Davis","",54,"1980-7-15",26241,206,187,174,1,0,2,0,192,0,0,0,0,0,21,18,16,15,2,88,69,75,91,86,88,0,0,0,0,0,0,4,0,0,0,0,70,0,0,0,0,-3,-1,3,-3,3,2,1,1,-1,3,2,-2,-3,1,0,1,3,2,-2,-1,-3,-1,0,0,0,-5,1,-3,3,-3,-1,0,-2,-1,5,9,4,2,1,3,0,-1,62,74,88,18,0,0,0,0,0
1063,"Ed","Carlson","",75,"1959-12-17",34491,206,200,185,1,24,2,0,0,0,0,0,0,0,21,31,24,22,3,95,67,104,78,114,96,0,0,0,0,0,0,1,4,3,3,0,109,0,0,0,0,1,0,1,0,-1,1,0,3,-1,-1,0,-1,-1,-1,0,0,0,1,-1,0,-1,0,1,0,0,1,0,1,-4,2,0,3,0,0,7,10,3,0,-2,-4,5,8,103,74,95,24,0,0,0,0,0
1064,"Andy","Habina","",51,"1983-6-17",33048,206,225,187,1,16,2,204,0,0,424000,2,0,0,2,16,7,22,3,56,55,58,65,65,65,0,0,0,0,0,0,3,2,3,3,0,69,0,0,0,0,3,-1,3,3,3,0,-1,2,0,1,3,4,2,3,2,2,-1,-1,0,1,2,-2,-1,0,0,6,-1,5,5,-1,4,0,-2,0,5,9,5,1,0,-8,8,2,80,58,58,12,0,0,0,0,0
1065,"Chris","Martinez","",56,"1978-11-4",14082,206,205,181,1,16,2,234,0,0,470000,1,0,0,18,8,13,10,3,90,76,82,85,81,83,0,0,0,0,0,0,1,3,3,1,0,82,0,0,0,0,0,0,0,-1,1,1,1,2,1,-1,0,-1,-1,1,1,-1,-1,-1,-1,-1,0,0,1,0,0,2,1,-4,-5,4,-1,1,-1,0,6,12,2,0,-2,0,-3,-4,85,78,88,13,0,0,0,0,0
1066,"Mike","Bruen","",49,"1985-11-5",42274,206,235,193,1,16,2,273,0,0,508000,1,0,0,13,17,8,24,1,49,67,50,64,55,60,0,0,0,0,0,0,5,1,2,3,0,45,0,0,0,0,1,2,3,3,3,-2,-1,-1,3,0,0,-1,1,0,3,2,-1,2,2,3,3,3,4,0,0,-1,5,2,1,1,0,1,0,0,7,10,2,1,-2,0,-6,5,86,65,52,17,0,0,0,0,0
1067,"Dylan","Williams","",74,"1960-7-22",3121,206,195,182,1,23,2,0,0,0,0,0,0,0,8,20,11,20,2,100,92,108,89,113,101,0,0,0,0,0,0,5,2,3,2,0,78,0,0,0,0,3,1,2,2,3,-1,-3,0,4,0,0,-1,1,-1,1,1,1,2,2,3,3,3,3,0,0,-2,-3,3,3,1,-1,4,1,0,6,9,3,2,2,1,1,5,114,94,100,15,0,0,0,0,0
1068,"Ricardo","Villalpando","",55,"1979-12-11",71432,56,211,187,1,0,2,0,486,0,0,0,0,0,10,7,9,9,2,90,76,79,98,91,94,0,0,0,0,0,0,1,2,3,3,0,98,0,0,0,0,1,0,0,0,-1,0,0,3,-1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,1,0,0,0,0,4,-5,-2,5,5,3,0,0,8,9,3,0,-5,-3,8,-3,68,81,91,9,0,0,0,0,0
1069,"Rob","Tackett","",60,"1974-10-31",55211,206,200,186,1,26,2,321,0,0,768000,1,0,0,14,14,2,25,3,76,53,78,70,95,83,0,0,0,0,0,0,5,2,2,3,0,70,0,0,0,0,1,1,3,3,2,-3,-3,-2,3,0,1,-1,0,-1,3,3,1,3,3,3,3,3,3,0,0,-2,5,1,-3,1,6,1,-1,0,6,9,4,1,3,-4,-7,3,88,61,78,16,0,0,0,0,0
1070,"Humberto","Arias","",53,"1981-6-30",43340,206,212,186,1,16,2,25,806,0,650000,1,0,0,20,33,31,30,3,143,124,127,160,173,167,0,0,0,0,0,0,5,2,2,3,0,165,0,0,0,0,3,1,2,3,2,-2,-3,-1,4,-1,1,1,1,0,2,2,1,3,3,3,2,4,3,0,0,6,3,-1,5,-3,2,1,1,-1,6,12,2,0,-3,7,5,-1,147,135,149,27,0,0,0,0,0
1071,"Jimmy","Vargas","",62,"1972-9-10",41955,206,195,176,1,25,2,0,0,0,0,0,0,0,5,25,8,26,2,60,95,95,74,64,69,0,0,0,0,0,0,5,2,0,3,0,69,0,0,0,0,1,3,3,3,3,-3,-3,-1,4,1,0,-1,-1,-1,2,1,0,3,3,2,2,3,3,0,0,6,1,2,-6,4,-4,2,0,0,6,10,2,2,5,1,2,4,102,89,62,17,0,0,0,0,0
1072,"Dave","Moore","",88,"1946-2-16",33718,206,230,190,1,36,2,0,0,0,0,0,0,0,13,17,20,16,1,150,130,145,94,112,103,0,0,0,0,0,0,2,2,3,3,0,119,0,0,0,0,-2,1,2,2,3,1,-3,-3,2,-3,-3,-2,-3,-3,-1,-3,-1,1,0,1,0,3,3,0,0,-3,5,-3,-1,3,0,3,1,0,7,11,1,1,-7,2,-2,1,136,123,138,16,0,0,0,0,0
1073,"Jimmy","Mohr","",71,"1963-9-17",73690,206,205,193,1,27,2,0,0,0,0,0,0,0,21,24,30,28,2,84,114,66,87,93,90,0,0,0,0,0,0,4,2,2,3,0,87,0,0,0,0,2,-1,3,-1,0,-1,-2,-1,-3,2,-1,3,-1,1,1,2,0,-1,3,1,0,0,-3,0,0,2,-2,3,0,-1,4,3,0,0,5,12,2,1,-6,-7,2,1,99,108,86,25,0,0,0,0,0
1074,"Brian","Ellis","",78,"1956-5-1",6324,206,215,192,1,27,2,0,0,0,0,0,0,0,3,15,19,4,2,90,120,96,99,95,97,0,0,0,0,0,0,3,2,3,0,0,72,0,0,0,0,3,-1,2,2,2,1,1,1,-1,2,3,3,3,4,2,0,1,1,2,0,2,-2,1,0,0,3,0,0,-3,5,-1,1,0,0,8,9,3,0,4,-6,2,-1,113,114,92,8,0,0,0,0,0
1075,"Kevin","Sachs","",59,"1975-3-6",90729,206,210,185,3,6,1,0,0,4,0,0,0,0,58,61,55,72,1,10,1,25,3,11,7,0,0,0,0,0,0,0,2,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,5,4,-1,2,-1,0,6,8,3,3,-1,2,0,-3,28,3,9,63,0,0,0,0,0
1076,"Adam","Watts","",54,"1980-12-11",67117,206,195,185,3,0,1,0,0,4,0,0,0,0,47,53,53,55,3,24,6,2,4,17,10,0,0,0,0,0,0,0,1,1,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,-3,-3,-3,0,4,-1,-1,6,9,3,2,-2,-2,3,-2,19,7,21,52,0,0,0,0,0
1077,"Jamie","Conner","",47,"1987-3-24",41955,206,230,190,3,0,1,0,0,0,0,0,0,0,53,45,49,43,2,33,33,0,19,4,11,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-3,1,3,2,2,-1,0,5,10,5,0,-3,-6,7,1,20,28,28,47,0,0,0,0,0
1078,"Don","Strasser","",57,"1977-3-31",24946,206,210,188,3,10,1,0,0,4,0,0,0,0,55,66,61,73,1,18,1,4,25,26,25,0,0,0,0,0,0,0,3,3,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,3,1,3,4,1,2,0,6,10,2,2,5,-7,4,1,40,7,20,64,0,0,0,0,0
1079,"Mike","Trimble","",59,"1975-6-22",12886,206,190,177,3,3,1,0,0,4,0,0,0,0,67,74,68,71,3,17,14,7,11,5,8,0,0,0,0,0,0,0,2,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-6,2,-1,-2,2,2,0,0,5,12,3,0,0,6,-3,-1,18,13,15,70,0,0,0,0,0
1080,"Craig","Franklin","",58,"1976-11-17",69095,206,250,198,3,0,1,0,371,4,0,0,0,0,60,57,54,57,2,6,5,1,3,29,16,0,0,0,0,0,0,0,2,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,-4,4,-3,1,0,0,4,9,6,1,2,3,-5,1,15,8,9,58,0,0,0,0,0
1081,"Chris","Faw","",53,"1981-2-13",24811,206,190,185,3,0,1,0,0,4,0,0,0,0,51,48,49,53,1,22,25,20,6,21,13,0,0,0,0,0,0,0,2,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-3,-4,-5,-5,-2,1,2,-1,5,10,5,0,8,6,-7,2,22,22,20,51,0,0,0,0,0
1082,"Dan","Gibbs","",56,"1978-5-25",91197,206,185,185,3,8,1,0,0,4,0,0,0,0,49,63,55,74,2,19,6,14,26,27,26,0,0,0,0,0,0,0,4,3,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-5,3,-2,4,0,-2,0,8,10,2,0,1,-6,3,5,40,11,21,61,0,0,0,0,0
1083,"Vinny","Garcia","",47,"1987-10-24",14445,206,195,182,3,0,1,0,0,0,0,0,0,0,53,43,47,48,3,6,19,5,7,14,10,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,2,0,0,3,-1,0,6,10,4,0,-4,0,6,-6,16,17,7,48,0,0,0,0,0
1084,"John","Anderson","",58,"1976-8-17",20048,206,210,187,3,4,1,0,0,4,0,0,0,0,58,60,66,50,1,53,41,0,28,15,21,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-3,5,3,4,-8,2,0,0,6,9,3,2,1,-4,-4,0,35,36,45,57,0,0,0,0,0
1085,"Justin","Nolen","",60,"1974-11-16",74390,206,225,194,3,7,1,0,0,4,0,0,0,0,60,52,68,45,2,56,54,0,25,4,14,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1,3,0,-3,8,0,0,-1,4,13,3,0,5,-4,4,1,37,44,46,54,0,0,0,0,0
1086,"Robby","Taylor","",53,"1981-2-13",69051,206,195,181,3,0,1,0,0,4,0,0,0,0,59,52,68,54,1,3,11,15,2,20,11,0,0,0,0,0,0,0,2,3,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,5,-1,-1,-1,-6,3,2,0,6,9,5,0,-2,2,-9,4,18,11,5,57,0,0,0,0,0
1087,"Josh","Foster","",52,"1982-1-15",3207,206,190,180,3,17,1,0,0,4,0,0,0,0,55,60,60,71,3,42,43,0,8,25,16,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,-1,-6,-3,2,1,-1,6,11,2,1,3,-8,0,1,63,36,36,62,0,0,0,0,0
1088,"Bill","Mendez","",56,"1978-2-25",85999,206,235,193,3,7,1,0,0,4,0,0,0,0,65,50,75,47,3,25,29,13,29,11,20,0,0,0,0,0,0,0,3,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,-1,-1,2,-3,0,1,0,7,9,3,1,-3,2,-8,5,34,27,24,57,0,0,0,0,0
1089,"Brooks","Lahr","",55,"1979-10-22",65000,206,225,191,3,5,1,0,0,4,0,0,0,0,52,64,55,68,0,1,26,27,17,26,21,0,0,0,0,0,0,0,0,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,3,-5,1,-1,-2,2,-1,0,7,10,2,1,-6,2,-6,-5,31,25,6,60,0,0,0,0,0
1090,"Oscar","Colon","",58,"1976-8-1",9892,206,200,186,3,3,1,0,0,4,0,0,0,0,60,52,53,51,1,40,36,0,23,6,14,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,0,2,3,2,3,1,0,6,11,2,1,-2,-6,-6,3,22,31,34,54,0,0,0,0,0
1091,"Ryan","Fidler","",63,"1971-5-14",80688,206,220,193,3,15,1,0,0,4,0,0,0,0,72,68,62,81,4,14,9,24,7,6,6,0,0,0,0,0,0,0,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,-4,-4,5,-4,2,-1,0,6,9,3,2,2,-5,0,4,47,8,12,73,0,0,0,0,0
1092,"Jerry","Steinmetz","",56,"1978-12-17",25150,206,215,198,7,0,6,0,0,5,0,0,0,0,91,94,82,87,2,13,13,7,25,20,22,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,-7,2,-1,0,7,9,2,2,3,-7,5,-7,38,15,15,89,0,0,0,0,0
1093,"Brenden","Alliman","",53,"1981-3-3",46460,206,210,184,7,4,6,0,0,5,0,0,0,0,89,89,84,99,1,42,44,0,4,19,11,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,4,-2,-1,3,0,0,5,11,3,1,-3,0,-4,3,53,36,34,92,0,0,0,0,0
1094,"Phil","Murphy","",53,"1981-3-1",620,206,197,178,7,0,6,0,177,5,0,0,0,0,86,73,96,64,3,25,11,7,8,8,8,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,5,-4,1,3,1,-1,7,9,3,1,-1,0,-5,-2,37,10,21,77,0,0,0,0,0
1095,"Eddie","Ormond","",45,"1989-2-5",12590,206,202,185,7,0,6,0,3102,5,0,0,0,0,92,96,84,98,3,16,9,26,8,6,7,0,0,0,0,0,0,0,2,3,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,-5,2,6,0,-1,0,6,10,2,2,5,-6,2,-3,51,9,14,94,0,0,0,0,0
1096,"David","Gutierrez","",53,"1981-10-13",7279,210,216,184,7,0,6,0,702,5,0,0,0,0,87,90,89,92,3,2,10,22,24,13,18,0,0,0,0,0,0,0,3,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-4,-2,-2,-3,2,2,0,-1,6,10,2,2,-9,-2,-4,0,37,12,6,90,0,0,0,0,0
